,Unnamed: 0,question,masked_question,masked_question_toks,query,schema_toks,tables,columns,sql_keywords,join_involved,keywords_pred,accuracy_on_target,accuracy_on_prediction
7353,7353,What are the distinct template type descriptions for the templates ever used by any document?,What are the distinct [MASK] [MASK] [MASK] for the [MASK] ever used by any [MASK],"['What', 'are', 'the', 'distinct', '[MASK]', '[MASK]', '[MASK]', 'for', 'the', '[MASK]', 'ever', 'used', 'by', 'any', '[MASK]']",SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,"['Ref_template_types', 'Templates', 'Documents', 'Template_ID', 'template_type_code', 'template_type_description', 'template_ID']","[('Ref_template_types', 'T1'), ('Templates', 'T2'), ('Documents', 'T3')]","['Template_ID', 'template_type_code', 'template_type_description', 'template_ID']","distinct,as,join,select,from",True,['distinct'],0.3333333333333333,1.0
1483,1483,What are the distinct salaries of all instructors who earned less than the maximum salary?,What are the distinct [MASK] of all [MASK] who earned less than the maximum [MASK],"['What', 'are', 'the', 'distinct', '[MASK]', 'of', 'all', '[MASK]', 'who', 'earned', 'less', 'than', 'the', 'maximum', '[MASK]']",SELECT DISTINCT salary FROM instructor WHERE salary  <  (SELECT max(salary) FROM instructor),"['instructor', 'salary']","[('instructor', '')]",['salary'],"distinct,where,select,from,max",False,['where'],0.3333333333333333,1.0
7256,7256,How many flights land in Aberdeen or Abilene?,How many [MASK] land in [MASK] or [MASK],"['How', 'many', '[MASK]', 'land', 'in', '[MASK]', 'or', '[MASK]']","SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","['Flights', 'Airports', 'AirportCode', 'city', 'DestAirport', 'Abilene', 'Aberdeen']","[('Flights', 'T1'), ('Airports', 'T2')]","['AirportCode', 'city', 'DestAirport', 'Abilene', 'Aberdeen']","as,join,count,where,or,select,from",True,['count'],0.2,1.0
7163,7163,How many cars has over 6 cylinders?,How many [MASK] has over 6 [MASK],"['How', 'many', '[MASK]', 'has', 'over', '6', '[MASK]']",SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,"['CARS_DATA', 'Cylinders']","[('CARS_DATA', '')]",['Cylinders'],"select,count,from,where",False,"['count', 'distinct']",0.5,0.5
188,188,What are the ids of the trips that lasted the longest and how long did they last?,What are the [MASK] of the [MASK] that lasted the longest and how long did they last?,"['What', 'are', 'the', '[MASK]', 'of', 'the', '[MASK]', 'that', 'lasted', 'the', 'longest', 'and', 'how', 'long', 'did', 'they', 'last?']","SELECT id ,  duration FROM trip ORDER BY duration DESC LIMIT 3","['trip', 'duration', 'id']","[('trip', '')]","['duration', 'id']","limit,order,select,desc,from",False,"['limit', 'order', 'desc']",1.0,1.0
6414,6414,Return the id of the project that has the fewest corresponding documents.,Return the [MASK] of the [MASK] that has the fewest corresponding [MASK],"['Return', 'the', '[MASK]', 'of', 'the', '[MASK]', 'that', 'has', 'the', 'fewest', 'corresponding', '[MASK]']",SELECT project_id FROM Documents GROUP BY project_id ORDER BY count(*) ASC LIMIT 1,"['Documents', 'project_id']","[('Documents', '')]",['project_id'],"asc,group,limit,count,order,select,from",False,"['group', 'limit', 'count', 'order']",0.8,1.0
284,284,Find the name and email of the users who have more than 1000 followers.,Find the [MASK] and [MASK] of the [MASK] who have more than 1000 [MASK],"['Find', 'the', '[MASK]', 'and', '[MASK]', 'of', 'the', '[MASK]', 'who', 'have', 'more', 'than', '1000', '[MASK]']","SELECT name ,  email FROM user_profiles WHERE followers  >  1000","['user_profiles', 'followers', 'email', 'name']","[('user_profiles', '')]","['followers', 'email', 'name']","select,from,where",False,"['as', 'group', 'join', 'count', 'having']",0.0,0.0
7308,7308,Count the number of documents that use the PPT template type.,Count the number of [MASK] that use the PPT [MASK] [MASK],"['Count', 'the', 'number', 'of', '[MASK]', 'that', 'use', 'the', 'PPT', '[MASK]', '[MASK]']",SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',"['Documents', 'Templates', 'Template_Type_Code', 'Template_ID']","[('Documents', 'T1'), ('Templates', 'T2')]","['Template_Type_Code', 'Template_ID']","as,join,count,where,select,from",True,"['count', 'as', 'join', 'where']",1.0,1.0
4439,4439,What is the name and age of every male? Order the results by age.,What is the [MASK] and [MASK] of every male? Order the results by age.,"['What', 'is', 'the', '[MASK]', 'and', '[MASK]', 'of', 'every', 'male?', 'Order', 'the', 'results', 'by', 'age.']",SELECT name FROM Person WHERE gender  =  'male' ORDER BY age,"['Person', 'age', 'gender', 'name']","[('Person', '')]","['age', 'gender', 'name']","select,order,from,where",False,"['asc', 'order']",0.5,0.5
3605,3605,Find the names and number of works of all artists who have at least one English songs.,Find the [MASK] and number of works of all [MASK] who have at least one [MASK] [MASK],"['Find', 'the', '[MASK]', 'and', 'number', 'of', 'works', 'of', 'all', '[MASK]', 'who', 'have', 'at', 'least', 'one', '[MASK]', '[MASK]']","SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1","['song', 'artist', 'english', 'languages', 'artist_name']","[('song', 'T2'), ('artist', 'T1')]","['english', 'languages', 'artist_name']","as,group,join,count,having,where,select,from",True,"['count', 'as', 'join']",0.5,1.0
4103,4103,Show the most common headquarter for companies.,Show the most common [MASK] for [MASK],"['Show', 'the', 'most', 'common', '[MASK]', 'for', '[MASK]']",SELECT Headquarters FROM company GROUP BY Headquarters ORDER BY COUNT(*) DESC LIMIT 1,"['company', 'Headquarters']","[('company', '')]",['Headquarters'],"group,limit,count,order,select,desc,from",False,"['group', 'limit', 'count', 'order', 'desc']",1.0,1.0
759,759,What are distinct locations where tracks are located?,What are distinct [MASK] where [MASK] are [MASK],"['What', 'are', 'distinct', '[MASK]', 'where', '[MASK]', 'are', '[MASK]']",SELECT DISTINCT LOCATION FROM track,"['track', 'LOCATION']","[('track', '')]",['LOCATION'],"distinct,select,from",False,['distinct'],1.0,1.0
2061,2061,Show all party names and their region names.,Show all [MASK] [MASK] and their [MASK] [MASK],"['Show', 'all', '[MASK]', '[MASK]', 'and', 'their', '[MASK]', '[MASK]']","SELECT T1.party_name ,  T2.region_name FROM party AS T1 JOIN region AS T2 ON T1.region_id  =  T2.region_id","['region', 'party', 'region_id', 'region_name', 'party_name']","[('region', 'T2'), ('party', 'T1')]","['region_id', 'region_name', 'party_name']","select,join,from,as",True,[],,
3948,3948,Find the patient who has the most recent undergoing treatment?,Find the [MASK] who has the most recent [MASK] [MASK],"['Find', 'the', '[MASK]', 'who', 'has', 'the', 'most', 'recent', '[MASK]', '[MASK]']",SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1,"['undergoes', 'patient', 'dateundergoes']","[('undergoes', '')]","['patient', 'dateundergoes']","select,limit,order,from",False,"['as', 'join', 'where', 'max']",0.0,0.0
7294,7294,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,Find the [MASK] in which there are both [MASK] selling less than 3000 [MASK] and [MASK] selling more than 10000 [MASK],"['Find', 'the', '[MASK]', 'in', 'which', 'there', 'are', 'both', '[MASK]', 'selling', 'less', 'than', '3000', '[MASK]', 'and', '[MASK]', 'selling', 'more', 'than', '10000', '[MASK]']",SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,"['shop', 'district', 'Number_products']","[('shop', '')]","['district', 'Number_products']","intersect,select,from,where",False,"['intersect', 'where']",1.0,1.0
6359,6359,Show the school name and driver name for all school buses.,Show the [MASK] [MASK] and [MASK] [MASK] for all [MASK] buses.,"['Show', 'the', '[MASK]', '[MASK]', 'and', '[MASK]', '[MASK]', 'for', 'all', '[MASK]', 'buses.']","SELECT T2.school ,  T3.name FROM school_bus AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN driver AS T3 ON T1.driver_id  =  T3.driver_id","['driver', 'school_bus', 'school', 'school', 'driver_id', 'school_id', 'name']","[('driver', 'T3'), ('school_bus', 'T1'), ('school', 'T2')]","['school', 'driver_id', 'school_id', 'name']","select,join,from,as",True,[],,
2157,2157,Find the names of all races held in 2017.,Find the [MASK] of all [MASK] held in 2017.,"['Find', 'the', '[MASK]', 'of', 'all', '[MASK]', 'held', 'in', '2017.']",SELECT name FROM races WHERE YEAR = 2017,"['races', 'YEAR', 'name']","[('races', '')]","['YEAR', 'name']","select,from,where",False,"['and', 'where']",1.0,0.5
8006,8006,"List the name of singers whose citizenship is not ""France"".",List the [MASK] of [MASK] whose [MASK] is not [MASK],"['List', 'the', '[MASK]', 'of', '[MASK]', 'whose', '[MASK]', 'is', 'not', '[MASK]']","SELECT Name FROM singer WHERE Citizenship != ""France""","['singer', 'Name', 'Citizenship', 'France']","[('singer', '')]","['Name', 'Citizenship', 'France']","select,from,where",False,['where'],1.0,1.0
5192,5192,How many unique labels are there for albums?,How many unique [MASK] are there for [MASK],"['How', 'many', 'unique', '[MASK]', 'are', 'there', 'for', '[MASK]']",SELECT count(DISTINCT label) FROM albums,"['albums', 'label']","[('albums', '')]",['label'],"distinct,select,count,from",False,"['distinct', 'count']",1.0,1.0
54,54,"Show the census ranking of cities whose status are not ""Village"".",Show the [MASK] [MASK] of [MASK] whose [MASK] are not [MASK],"['Show', 'the', '[MASK]', '[MASK]', 'of', '[MASK]', 'whose', '[MASK]', 'are', 'not', '[MASK]']","SELECT Census_Ranking FROM city WHERE Status !=  ""Village""","['city', 'Census_Ranking', 'Status', 'Village']","[('city', '')]","['Census_Ranking', 'Status', 'Village']","select,from,where",False,['where'],1.0,1.0
7019,7019,What is the name and capacity for the stadium with the highest average attendance?,What is the [MASK] and [MASK] for the [MASK] with the highest [MASK] attendance?,"['What', 'is', 'the', '[MASK]', 'and', '[MASK]', 'for', 'the', '[MASK]', 'with', 'the', 'highest', '[MASK]', 'attendance?']","SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","['stadium', 'capacity', 'average', 'name']","[('stadium', '')]","['capacity', 'average', 'name']","limit,order,select,desc,from",False,"['limit', 'order', 'desc']",1.0,1.0
6909,6909,"Find the names of the customers who have order status both ""On Road"" and ""Shipped"".","Find the [MASK] of the [MASK] who have [MASK] [MASK] both ""On [MASK] and [MASK]","['Find', 'the', '[MASK]', 'of', 'the', '[MASK]', 'who', 'have', '[MASK]', '[MASK]', 'both', '""On', '[MASK]', 'and', '[MASK]']","SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.order_status = ""On Road"" INTERSECT SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.order_status = ""Shipped""","['orders', 'customers', 'order_status', 'customer_name', 'Shipped', 'customer_id', 'On Road']","[('orders', 'T2'), ('customers', 'T1')]","['order_status', 'customer_name', 'Shipped', 'customer_id', 'On Road']","intersect,as,join,from,select,where",True,"['intersect', 'as', 'join', 'where']",1.0,1.0
6041,6041,Show all student ids and the number of hours played.,Show all [MASK] [MASK] and the number of [MASK] [MASK],"['Show', 'all', '[MASK]', '[MASK]', 'and', 'the', 'number', 'of', '[MASK]', '[MASK]']","SELECT Stuid ,  sum(hours_played) FROM Plays_games GROUP BY Stuid","['Plays_games', 'Stuid', 'hours_played']","[('Plays_games', '')]","['Stuid', 'hours_played']","select,sum,from,group",False,"['count', 'group']",0.5,0.5
7412,7412,"Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.","Find the [MASK] [MASK] the [MASK] whose [MASK] [MASK] is higher than 4, and order the results by the [MASK] from high to low.","['Find', 'the', '[MASK]', '[MASK]', 'the', '[MASK]', 'whose', '[MASK]', '[MASK]', 'is', 'higher', 'than', '4,', 'and', 'order', 'the', 'results', 'by', 'the', '[MASK]', 'from', 'high', 'to', 'low.']",SELECT name FROM visitor WHERE Level_of_membership  >  4 ORDER BY Level_of_membership DESC,"['visitor', 'Level_of_membership', 'name']","[('visitor', '')]","['Level_of_membership', 'name']","order,where,select,desc,from",False,['where'],0.3333333333333333,1.0
5147,5147,Find the order dates of the orders with price above 1000.,Find the [MASK] [MASK] of the [MASK] with [MASK] above 1000.,"['Find', 'the', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', 'with', '[MASK]', 'above', '1000.']",SELECT T1.Order_Date FROM Customer_Orders AS T1 JOIN ORDER_ITEMS AS T2 ON T1.Order_ID  =  T2.Order_ID JOIN Products AS T3 ON T2.Product_ID  =  T3.Product_ID WHERE T3.Product_price  >  1000,"['Customer_Orders', 'ORDER_ITEMS', 'Products', 'Order_Date', 'Order_ID', 'Product_ID', 'Product_price']","[('Customer_Orders', 'T1'), ('ORDER_ITEMS', 'T2'), ('Products', 'T3')]","['Order_Date', 'Order_ID', 'Product_ID', 'Product_price']","as,join,from,select,where",True,"['intersect', 'as', 'join', 'where']",1.0,0.75
6964,6964,"show the titles, and authors or editors for all books made after the year 1989.",show the [MASK] and [MASK] [MASK] [MASK] for all [MASK] made after the [MASK] 1989.,"['show', 'the', '[MASK]', 'and', '[MASK]', '[MASK]', '[MASK]', 'for', 'all', '[MASK]', 'made', 'after', 'the', '[MASK]', '1989.']","SELECT book_title ,  author_or_editor FROM book_club WHERE YEAR  >  1989","['book_club', 'book_title', 'author_or_editor', 'YEAR']","[('book_club', '')]","['book_title', 'author_or_editor', 'YEAR']","select,from,where",False,['where'],1.0,1.0
2278,2278,Return the weight of the shortest person.,Return the [MASK] of the shortest person.,"['Return', 'the', '[MASK]', 'of', 'the', 'shortest', 'person.']",SELECT Weight FROM people ORDER BY Height ASC LIMIT 1,"['people', 'Weight', 'Height']","[('people', '')]","['Weight', 'Height']","asc,limit,order,select,from",False,"['limit', 'order']",0.6666666666666666,1.0
6750,6750,Who is the advisor of Linda Smith? Give me the first name and last name.,Who is the [MASK] of [MASK] [MASK] Give me the first [MASK] and last [MASK],"['Who', 'is', 'the', '[MASK]', 'of', '[MASK]', '[MASK]', 'Give', 'me', 'the', 'first', '[MASK]', 'and', 'last', '[MASK]']","SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T2.fname  =  ""Linda"" AND T2.lname  =  ""Smith""","['Student', 'Faculty', 'advisor', 'Smith', 'FacID', 'lname', 'fname', 'Linda']","[('Student', 'T2'), ('Faculty', 'T1')]","['advisor', 'Smith', 'FacID', 'lname', 'fname', 'Linda']","as,join,from,and,select,where",True,"['as', 'join', 'and', 'where']",1.0,1.0
2554,2554,Show the name of cities in the county that has the largest number of police officers.,Show the [MASK] of [MASK] in the [MASK] that has the largest number of [MASK] [MASK],"['Show', 'the', '[MASK]', 'of', '[MASK]', 'in', 'the', '[MASK]', 'that', 'has', 'the', 'largest', 'number', 'of', '[MASK]', '[MASK]']",SELECT name FROM city WHERE county_ID  =  (SELECT county_ID FROM county_public_safety ORDER BY Police_officers DESC LIMIT 1),"['county_public_safety', 'city', 'Police_officers', 'county_ID', 'name']","[('county_public_safety', ''), ('city', '')]","['Police_officers', 'county_ID', 'name']","limit,order,where,select,desc,from",False,"['as', 'group', 'join', 'limit', 'count', 'order', 'desc']",0.75,0.42857142857142855
6559,6559,List the names of all distinct wines in alphabetical order.,List the [MASK] of all distinct [MASK] in alphabetical order.,"['List', 'the', '[MASK]', 'of', 'all', 'distinct', '[MASK]', 'in', 'alphabetical', 'order.']",SELECT DISTINCT Name FROM WINE ORDER BY Name,"['WINE', 'Name']","[('WINE', '')]",['Name'],"distinct,select,order,from",False,"['distinct', 'order']",1.0,1.0
3124,3124,Find the last names of teachers who are not involved in any detention.,Find the [MASK] [MASK] of [MASK] who are not involved in any [MASK],"['Find', 'the', '[MASK]', '[MASK]', 'of', '[MASK]', 'who', 'are', 'not', 'involved', 'in', 'any', '[MASK]']",SELECT last_name FROM Teachers EXCEPT SELECT T1.last_name FROM Teachers AS T1 JOIN Detention AS T2 ON T1.teacher_id  =  T2.teacher_id,"['Detention', 'Teachers', 'Teachers', 'teacher_id', 'last_name']","[('Detention', 'T2'), ('Teachers', ''), ('Teachers', 'T1')]","['teacher_id', 'last_name']","as,except,join,select,from",True,"['where', 'except']",0.3333333333333333,0.5
6636,6636,How many staff have the first name Ludie?,How many [MASK] have the [MASK] [MASK] [MASK],"['How', 'many', '[MASK]', 'have', 'the', '[MASK]', '[MASK]', '[MASK]']","SELECT count(*) FROM Staff WHERE first_name = ""Ludie"";","['Staff', 'Ludie', 'first_name']","[('Staff', '')]","['Ludie', 'first_name']","select,count,from,where",False,"['count', 'where']",1.0,1.0
